url,label
https://www.google.com,0
https://google.com/search?q=test,0
https://accounts.google.com/signin,0
https://www.microsoft.com/en-us/security,0
https://support.apple.com,0
https://www.amazon.com,0
https://www.paypal.com/signin,0
https://www.netflix.com/login,0
https://github.com/login,0
https://stackoverflow.com/questions,0
https://www.wikipedia.org,0
https://www.bbc.com/news,0
https://www.reuters.com,0
https://www.sparkasse.de,0
https://www.postbank.de,0
https://discord.com/login,0
https://store.steampowered.com/login,0
https://www.dropbox.com/login,0
https://cloudflare.com,0
https://www.mozilla.org,0
https://www.vodafone.de,0
https://www.o2online.de,0
https://www.telekom.de,0
https://zzaariwoebnxidbdoxrohxcyauiyatzc.activedemand.com/s/ss1dsWb7QAJAijSkr3Vr#?act=cl&pid=228976_md&uid=10&vid=16834802&ofid=4470&lid=323&cid=359216,1
https://singlelane.lat/?sub5=35617&source_id=20733&encoded_value=223GDT1&sub1=e70fecd8785e48e48058cb5f66f77686&sub2=&sub3=&sub4=&sub5=35617&source_id=20733&domain=www.vodahe.com&ip=2003%3Ad5%3A5f40%3A709e%3Ac8ac%3Acabe%3Adf11%3A1b19,1
http://paypal-login-security-update.example.net/confirm-account,1
http://secure-bank-update-login.com/verify?id=89231,1
http://192.168.1.10/login/verify,1
http://appleid.apple.com.verify-security.example.ru/login,1
http://amazon-billing-update-secure.example.info/payment,1
http://microsoft-account-verify-login.example.co/reset,1
http://paypal.com.login.secure.account-check.example.net,1
http://google-security-alert-login.example.org/verify,1
http://bank-account-suspended-verify-now.example.com,1
http://free-gift-card-login-confirm.example.xyz,1
javascript:alert('login'),1
"data:text/html;base64,PHNjcmlwdD5hbGVydCgncGgnKTwvc2NyaXB0Pg==",1
https://vaxenvsdakyakbexkkcljtirv.sendgrid.net/s/XIdhHRqaPPre6dsfV3#?act=cl&pid=742782_md&uid=28&vid=64167068&ofid=3110&lid=697&cid=290670,1
https://myyqpfnskticghrkurvleudjujidqtzxbjb.pardot.com/s/pBSRBGIwLJeTNh0JFS#?act=cl&pid=374225_md&uid=670&vid=64492997&ofid=7760&lid=538&cid=637579,1
https://aityvdmbbcntymmgqdjxfijmq.mailchi.mp/s/vnmKnXpbBPqV73GfQS#?act=cl&pid=353219_md&uid=441&vid=47566354&ofid=6327&lid=972&cid=573274,1
https://azvideplwsiwtmvwrvbogvzvguiwtbpfm.marketo.com/s/fNG4YWhrUlNrVJrfCR#?act=cl&pid=756422_md&uid=18&vid=95425751&ofid=7847&lid=572&cid=508068,1
https://kaaulzuvhsjntdfjdwvjsqvqtahasofj.klclick.com/s/ufNG1WqXolDJIH92e4#?act=cl&pid=130188_md&uid=471&vid=14596648&ofid=6703&lid=508&cid=107314,1
https://xjbnaafhoisgmeoiqgqdjyjdcyae.sendgrid.net/s/r9MabJjARhVaQiPtGa#?act=cl&pid=619508_md&uid=815&vid=38805476&ofid=4292&lid=139&cid=491422,1
https://qwqrwrmzbstlapcdisdcyjdhreuxaznyunrept.sendgrid.net/s/oWY7HQPatxZqPKvx7G#?act=cl&pid=350774_md&uid=397&vid=50346023&ofid=4866&lid=436&cid=843923,1
https://ckqhwnismqxzmqypjntextjcvsvwtjzbbzd.hubspotlinks.com/s/17HritOFmfX5T9IFpK#?act=cl&pid=966394_md&uid=838&vid=63131534&ofid=3256&lid=235&cid=416484,1
https://rrskhirxvgswivqotuhngwkdzdkdfllxgh.klclick.com/s/hndDhn6d6lGV1Bx1zY#?act=cl&pid=541393_md&uid=638&vid=32494105&ofid=8421&lid=923&cid=252873,1
https://rgmchmxkrvlsagrcubhuqcplefjfieskr.klclick.com/s/Wkk2RBfR8smXl7OdH3#?act=cl&pid=303086_md&uid=673&vid=69273887&ofid=2088&lid=313&cid=894437,1
https://njozcedolraanfjjbqsytxiuskhlcbaw.list-manage.com/s/wJ134zjS9cSrkt2pzz#?act=cl&pid=180536_md&uid=765&vid=72435695&ofid=3289&lid=573&cid=940144,1
https://ydtyrbmzrotllvzsxviyvwaa.activedemand.com/s/ZON3vrh37KhZ6jYPn4#?act=cl&pid=860588_md&uid=327&vid=12012597&ofid=8851&lid=984&cid=790023,1
https://lvmicigwzlawghftmhoiwohfshdizxgaz.mailchi.mp/s/V92gtAGxzf8nDL7oRf#?act=cl&pid=195729_md&uid=968&vid=88346404&ofid=1978&lid=960&cid=223081,1
https://kmegdpwsssazhoyluklfajoaemoy.list-manage.com/s/cs7N3rSeKgevkI3tDM#?act=cl&pid=152024_md&uid=489&vid=88057915&ofid=3355&lid=505&cid=451055,1
https://mnrsbuxwcjsnallvspklswusfuzdkq.mailchi.mp/s/uIaeorj0UCF71aS2Rv#?act=cl&pid=251703_md&uid=604&vid=49158815&ofid=5030&lid=804&cid=894532,1
https://dgictxnqrutdzaggsrvbzhdp.marketo.com/s/KcfL49fF2Mk6nT2gpI#?act=cl&pid=933304_md&uid=484&vid=40131278&ofid=6289&lid=274&cid=885563,1
https://yofcndkgegeepywykusaoghyjmsescyaezt.activedemand.com/s/eujRbPiCXgDuftqhqN#?act=cl&pid=701987_md&uid=380&vid=54718211&ofid=6185&lid=556&cid=100567,1
https://xrduombacxdrzbwywronliuuzqhrqipk.hubspotlinks.com/s/ytOi8UkzhWn8cIyaaN#?act=cl&pid=461920_md&uid=147&vid=56377814&ofid=7758&lid=745&cid=624121,1
https://nfoiatetisqbkqzldwyfgzquxmgnyqlgmvdfwg.list-manage.com/s/98J2Ahvdc85oUD6ZPn#?act=cl&pid=933645_md&uid=582&vid=29988472&ofid=1680&lid=265&cid=741483,1
https://spfljmqkwrpmzmtoqlogkfetri.list-manage.com/s/QGRTJq4ow0Nxh07LaT#?act=cl&pid=146425_md&uid=500&vid=76357372&ofid=5163&lid=421&cid=730080,1
